rentree_scolaire;uai;secteur;ips;position;appellation_officielle;libelle_academie;code_departement;libelle_departement;code_commune;libelle_commune
2023-2024;0593678C;public;88.2;50.37400098091182,3.3984184071598618;Collège Jean Moulin;Lille;059;Nord;59632;Wallers
2023-2024;0593686L;public;71.6;50.26333776604779,3.9650896805773166;Collège Jacques Brel;Lille;059;Nord;59365;Louvroil
2023-2024;0594401N;public;100.1;50.28398626566773,3.0993299444221893;Collège Val de La Sensée;Lille;059;Nord;59015;Arleux
2023-2024;0594295Y;public;82.6;51.02609343403172,2.3948734187132454;Collège du Westhoek;Lille;059;Nord;59155;Coudekerque-Branche
2023-2024;0593177H;public;85.3;50.64774962781398,2.9855001431691313;Collège Jean Zay;Lille;059;Nord;59350;Lille
2023-2024;0594402P;public;73.5;50.38556769775681,3.0743805506245514;Collège André Canivez;Lille;059;Nord;59178;Douai
2023-2024;0595757M;public;92.1;50.6429942905723,2.7055896378076194;Collège Henri Durez;Lille;059;Nord;59212;Estaires
2023-2024;0593239A;public;97.5;50.68344141187111,3.14996066957436;Collège Boris Vian;Lille;059;Nord;59163;Croix
2023-2024;0593680E;public;66.3;50.355747136749194,3.5038220362532377;Collège Joséphine Baker;Lille;059;Nord;59606;Valenciennes
2023-2024;0596172N;public;99.9;50.738450204911544,3.0866603103037034;Collège Henri Matisse;Lille;059;Nord;59352;Linselles
2023-2024;0620097U;public;92.6;50.44641614050594,2.6433404163683143;Collège Romain Rolland;Lille;062;Pas-de-Calais;62443;Hersin-Coupigny
2023-2024;0620197C;public;92.1;50.43669738917831,2.724259575121028;Collège Anita Conti;Lille;062;Pas-de-Calais;62186;Bully-les-Mines
2023-2024;0594304H;public;89.1;50.45062444729204,3.432100353409098;Collège Marie Curie;Lille;059;Nord;59526;Saint-Amand-les-Eaux
2023-2024;0620099W;public;86.0;50.37018206962238,2.0392502614145864;Collège des 7 Vallées;Lille;062;Pas-de-Calais;62447;Hesdin
2023-2024;0595385H;privé sous contrat;142.1;50.71990834421268,3.109499868205024;Collège privé La Croix Blanche;Lille;059;Nord;59090;Bondues
2023-2024;0622129C;privé sous contrat;123.7;50.52884968324221,2.6433533633627184;Collège privé Sainte-Famille;Lille;062;Pas-de-Calais;62119;Béthune
2023-2024;0590224Y;public;104.3;50.36055942062598,3.518971221639622;Collège Jean-Baptiste Carpeaux;Lille;059;Nord;59606;Valenciennes
2023-2024;0593674Y;public;87.4;50.343291800603275,3.5552895760918646;Collège Alphonse Terroir;Lille;059;Nord;59383;Marly
2023-2024;0622422W;public;85.7;50.40449324585825,2.825990625524639;Collège Jean-Jacques Rousseau;Lille;062;Pas-de-Calais;62065;Avion
2023-2024;0592895B;privé sous contrat;131.0;50.73996706399982,3.0778406675862393;Collège privé Sainte Marie;Lille;059;Nord;59352;Linselles
2023-2024;0594636U;public;101.2;50.74278770807799,2.736630496038372;Collège Maxime Deyts;Lille;059;Nord;59043;Bailleul
2023-2024;0595175E;public;99.7;50.1757149656532,3.2289302757058485;Collège Fénelon;Lille;059;Nord;59122;Cambrai
2023-2024;0595302T;privé sous contrat;92.0;50.684564996260974,3.167460562765493;Collège privé Saint-Exupéry;Lille;059;Nord;59512;Roubaix
2023-2024;0622140P;privé sous contrat;121.6;50.6276120072444,2.772460279758551;Collège privé Sainte Jeanne d'Arc;Lille;062;Pas-de-Calais;62491;Laventie
2023-2024;0592955S;privé sous contrat;113.5;50.94529542015906,2.194851615851072;Collège privé Notre-Dame;Lille;059;Nord;59094;Bourbourg
2023-2024;0590248Z;public;91.0;50.3498386310885,3.2842295962456927;Collège Louis Pasteur;Lille;059;Nord;59574;Somain
2023-2024;0593131H;privé sous contrat;103.6;50.62928989778109,3.107342498302463;Collège privé Saint Joseph;Lille;059;Nord;59350;Lille
2023-2024;0594628K;public;112.5;50.6696987944097,2.97350955943881;Collège Jacques Monod;Lille;059;Nord;59457;Pérenchies
2023-2024;0594876E;public;92.5;50.19636234641837,3.6082095864660104;Collège Montaigne;Lille;059;Nord;59464;Poix-du-Nord
2023-2024;0620199E;public;88.4;50.718521027312086,1.6098101033211176;Collège Pierre Daunou;Lille;062;Pas-de-Calais;62160;Boulogne-sur-Mer
2023-2024;0622090K;public;90.1;50.51889991403288,2.6661803974822464;Collège Albert Debeyre;Lille;062;Pas-de-Calais;62126;Beuvry
2023-2024;0622432G;public;98.7;50.9570611204092,1.8535390393491435;Collège Jean Macé;Lille;062;Pas-de-Calais;62193;Calais
2023-2024;0622789V;public;81.9;50.301286630319076,2.7505104747791638;Collège Charles Péguy;Lille;062;Pas-de-Calais;62041;Arras
2023-2024;0594308M;public;84.3;50.05729880556586,4.111670619563331;Collège Denis Saurat;Lille;059;Nord;59601;Trélon
2023-2024;0622269E;public;83.8;50.47179839596067,2.6625203622757074;Collège Anatole France;Lille;062;Pas-de-Calais;62617;Noeux-les-Mines
2023-2024;0590082U;public;115.3;50.42710776071974,3.184340322301246;Collège Jean Moulin;Lille;059;Nord;59239;Flines-lez-Raches
2023-2024;0593103C;privé sous contrat;99.0;50.646827656982204,2.719369595601835;Collège privé Sacré-Coeur;Lille;059;Nord;59212;Estaires
2023-2024;0593159N;privé sous contrat;103.9;50.83391331367516,2.2106302829503464;Collège privé Sacré-Coeur;Lille;059;Nord;59647;Watten
2023-2024;0593218C;privé sous contrat;117.0;50.641612858191934,3.0958697192505484;Collège privé Lacordaire;Lille;059;Nord;59410;Mons-en-Baroeul
2023-2024;0593234V;public;112.1;50.53340847736127,2.931829619272259;Collège Albert Ball;Lille;059;Nord;59011;Annoeullin
2023-2024;0593475G;public;108.1;50.571996731098764,2.9399274470057177;Collège Léon Blum;Lille;059;Nord;59653;Wavrin
2023-2024;0595174D;public;92.7;50.17342677818578,3.2420900946825157;Collège Robert Badinter;Lille;059;Nord;59122;Cambrai
2023-2024;0595393S;privé sous contrat;129.3;50.63828239435873,3.027519556262603;Collège privé Sainte Odile;Lille;059;Nord;59328;Lambersart
2023-2024;0593130G;privé sous contrat;93.0;50.97938773835512,2.5895157518617125;Collège privé Saint Joseph;Lille;059;Nord;59309;Hondschoote
2023-2024;0594290T;public;83.5;50.457575681553536,3.026609554977936;Collège Henri Matisse;Lille;059;Nord;59452;Ostricourt
2023-2024;0590115E;public;102.2;50.62910544167586,3.070409601593442;Collège Franklin;Lille;059;Nord;59350;Lille
2023-2024;0593484S;public;82.6;50.30026003135326,3.398559394578643;Collège Emile Littré;Lille;059;Nord;59179;Douchy-les-Mines
2023-2024;0623314R;public;77.5;50.48260659356755,2.547420203520672;Collège Simone Signoret;Lille;062;Pas-de-Calais;62178;Bruay-la-Buissière
2023-2024;0593101A;privé sous contrat;118.9;51.04514380147598,2.3864495714222578;Collège privé Fénelon;Lille;059;Nord;59183;Dunkerque
2023-2024;0622790W;public;90.9;50.379591320916624,2.3305972218706037;Collège Roger Salengro;Lille;062;Pas-de-Calais;62767;Saint-Pol-sur-Ternoise
2023-2024;0623313P;public;82.6;50.50690421353284,2.475710473957055;Collège Lavoisier;Lille;062;Pas-de-Calais;62048;Auchel
2023-2024;0592896C;privé sous contrat;131.1;50.65515072650564,3.078590010507012;Collège privé Saint Jean;Lille;059;Nord;59368;La Madeleine
2023-2024;0592960X;privé sous contrat;134.2;50.569808666277225,3.215230309475054;Collège privé Notre-Dame;Lille;059;Nord;59168;Cysoing
2023-2024;0623312N;public;90.7;50.55895892470479,2.471610200879648;Collège René Cassin;Lille;062;Pas-de-Calais;62516;Lillers
2023-2024;0622428C;public;84.7;50.487227461465054,2.5555504164428298;Collège Edmond Rostand;Lille;062;Pas-de-Calais;62178;Bruay-la-Buissière
2023-2024;0622946R;public;89.9;50.51788963605935,2.7882000779325455;Collège Joliot-Curie;Lille;062;Pas-de-Calais;62051;Auchy-les-Mines
2023-2024;0594648G;public;95.6;50.19206460229412,3.497060079399007;Collège Antoine de Saint-Exupéry;Lille;059;Nord;59571;Solesmes
2023-2024;0595382E;privé sous contrat;125.3;50.688057701204606,2.8745904581322375;Collège privé Saint Jude;Lille;059;Nord;59017;Armentières
2023-2024;0594301E;public;77.5;50.38544700442605,3.500880459857708;Collège Paul Eluard;Lille;059;Nord;59079;Beuvrages
2023-2024;0595387K;privé sous contrat;127.4;50.36960965395435,3.0860735539934394;Collège privé Saint Jean;Lille;059;Nord;59178;Douai
2023-2024;0622578R;public;93.1;50.444295459961204,2.6823894284960037;Collège Jean Rostand;Lille;062;Pas-de-Calais;62737;Sains-en-Gohelle
2023-2024;0596716E;public;84.8;51.03982924030353,2.387079848956808;Collège Arthur Van Hecke;Lille;059;Nord;59183;Dunkerque
2023-2024;0620104B;public;93.3;50.57063043455061,1.9052804919735513;Collège Gabriel de La Gorce;Lille;062;Pas-de-Calais;62463;Hucqueliers
2023-2024;0620025R;public;88.2;50.22910948306126,2.106420297563793;Collège du Val d'Authie;Lille;062;Pas-de-Calais;62060;Auxi-le-Château
2023-2024;0622137L;privé sous contrat;105.2;50.277344107645725,2.2890600944098347;Collège privé Sacré-Coeur;Lille;062;Pas-de-Calais;62361;Frévent
2023-2024;0622806N;public;104.6;50.512033350433924,1.6171993613260043;Collège Maxence Van Der Meersch;Lille;062;Pas-de-Calais;62826;Le Touquet-Paris-Plage
2023-2024;0623571V;privé sous contrat;132.4;50.73022183140741,1.6181801448617874;Collège privé Haffreingue;Lille;062;Pas-de-Calais;62160;Boulogne-sur-Mer
2023-2024;0622103Z;privé sous contrat;135.1;50.291269030476805,2.771739508529325;Collège privé Saint Joseph;Lille;062;Pas-de-Calais;62041;Arras
2023-2024;0592886S;privé sous contrat;77.5;50.68954712102181,3.175910611533584;Collège privé Pascal;Lille;059;Nord;59512;Roubaix
2023-2024;0623112W;public;93.0;50.15757036869106,2.4881994306841806;Collège Marguerite Berger;Lille;062;Pas-de-Calais;62649;Pas-en-Artois
2023-2024;0593179K;public;87.9;50.63147124244808,3.036739502459178;Collège Claude Lévi Strauss;Lille;059;Nord;59350;Lille
2023-2024;0594534H;public;88.9;50.33329774288732,3.4823600112733906;Collège Paul Langevin;Lille;059;Nord;59603;Trith-Saint-Léger
2023-2024;0590091D;public;89.4;50.77536111096201,3.1244763538509477;Collège Lili Keller-Rosenberg;Lille;059;Nord;59279;Halluin
2023-2024;0593180L;public;101.8;50.628730431452865,3.1185919783385483;Collège Antoine de Saint-Exupéry;Lille;059;Nord;59350;Lille
2023-2024;0593483R;public;87.9;50.342317608166105,3.200689310892901;Collège Robert Desnos;Lille;059;Nord;59390;Masny
2023-2024;0594537L;public;107.0;50.74748021155926,3.1643105640649147;Collège Jules Verne;Lille;059;Nord;59426;Neuville-en-Ferrain
2023-2024;0595172B;public;114.5;50.24844416685529,3.645209621701694;Collège Eugène Thomas;Lille;059;Nord;59481;Le Quesnoy
2023-2024;0622104A;privé sous contrat;117.2;50.10201010102586,2.8487198519214876;Collège privé Saint Jean-Baptiste;Lille;062;Pas-de-Calais;62080;Bapaume
2023-2024;0622418S;public;75.1;50.44273593059116,2.823900494132792;Collège Jean Zay;Lille;062;Pas-de-Calais;62498;Lens
2023-2024;0623014P;public;97.9;50.3067041643579,2.794759744288523;Collège Paul Verlaine;Lille;062;Pas-de-Calais;62764;Saint-Nicolas
2023-2024;0592946G;privé sous contrat;103.0;50.68419111384052,2.883004380061855;Collège privé Saint Charles;Lille;059;Nord;59017;Armentières
2023-2024;0594643B;public;99.6;50.88394918679232,2.464759659200426;Collège du Houtland;Lille;059;Nord;59663;Wormhout
2023-2024;0623016S;public;87.8;50.427765150252554,2.8737593658479215;Collège Pierre Brossolette;Lille;062;Pas-de-Calais;62628;Noyelles-sous-Lens
2023-2024;0622572J;public;84.3;50.51822811167607,1.6419865846343977;Collège Jean Jaurès;Lille;062;Pas-de-Calais;62318;Etaples
2023-2024;0592941B;privé sous contrat;111.9;50.37116804322099,3.0795797841130095;Collège privé de la Sainte Union;Lille;059;Nord;59178;Douai
2023-2024;0594398K;public;83.8;51.01181210067035,2.284900276405925;Collège Anne Frank;Lille;059;Nord;59271;Grande-Synthe
2023-2024;0620031X;public;88.9;50.10357490025015,2.8534305851452544;Collège Carlin Legrand;Lille;062;Pas-de-Calais;62080;Bapaume
2023-2024;0622115M;privé sous contrat;116.4;50.43478627342726,2.8311300105405945;Collège privé Sainte Ide;Lille;062;Pas-de-Calais;62498;Lens
2023-2024;0593160P;privé sous contrat;106.7;50.70154344552214,3.218529762632989;Collège privé Saint Joseph - La Salle;Lille;059;Nord;59650;Wattrelos
2023-2024;0590211J;public;115.8;50.46975600738184,3.0699506566329924;Collège Albert Camus;Lille;059;Nord;59592;Thumeries
2023-2024;0620158K;public;82.5;50.40516019431543,2.905140015843999;Collège Paul Langevin;Lille;062;Pas-de-Calais;62724;Rouvroy
2023-2024;0592714E;public;69.8;50.736039039559365,3.1894893121105476;Collège Mendès France;Lille;059;Nord;59599;Tourcoing
2023-2024;0593664M;public;72.1;51.02151982236385,2.3566876381128563;Collège Lucie Aubrac;Lille;059;Nord;59183;Dunkerque
2023-2024;0595758N;public;101.1;50.52137082566311,2.899600556595615;Collège Etienne Dolet;Lille;059;Nord;59477;Provin
2023-2024;0620068M;public;83.2;50.48535248436109,2.4787500415447026;Collège Frédéric Joliot-Curie;Lille;062;Pas-de-Calais;62194;Calonne-Ricouart
2023-2024;0590157A;public;81.3;50.38314537455736,3.582870374959155;Collège Saint-Exupéry;Lille;059;Nord;59447;Onnaing
2023-2024;0590206D;public;93.0;50.1724226574321,4.094559853312446;Collège du Solrézis;Lille;059;Nord;59572;Solre-le-Château
2023-2024;0594405T;public;85.9;50.36153891792843,3.276190437285765;Collège Victor Hugo;Lille;059;Nord;59574;Somain
2023-2024;0593120W;privé sous contrat;102.2;51.0241851393024,2.39382998679485;Collège privé de La Salle;Lille;059;Nord;59155;Coudekerque-Branche
2023-2024;0593252P;public;84.6;50.021085726859674,4.050690661024452;Collège Léo Lagrange;Lille;059;Nord;59249;Fourmies
2023-2024;0594362W;public;64.3;50.274459245680944,3.941730398498145;Collège Vauban;Lille;059;Nord;59392;Maubeuge
2023-2024;0620073T;public;102.5;50.924161978079404,1.8838797192422772;Collège Jean Monnet;Lille;062;Pas-de-Calais;62244;Coulogne
2023-2024;0593482P;public;83.5;50.38278261710616,3.1725305000597075;Collège Frédéric Joliot-Curie;Lille;059;Nord;59327;Lallaing
2023-2024;0592751V;public;78.0;50.33786460186301,3.3574295054584917;Collège Félicien Joly;Lille;059;Nord;59205;Escaudain
2023-2024;0595595L;public;96.9;50.93290859933239,2.3862994981216272;Collège du Looweg;Lille;059;Nord;59162;Crochte
2023-2024;0593244F;public;82.0;50.75911346571574,3.0121371917609854;Collège Philippe de Commynes;Lille;059;Nord;59152;Comines
2023-2024;0593681F;public;87.8;50.258989316415864,4.005229832364161;Collège Lavoisier;Lille;059;Nord;59230;Ferrière-la-Grande
2023-2024;0594634S;public;72.9;50.67211691461054,3.1825896596418874;Collège Théodore Monod;Lille;059;Nord;59512;Roubaix
2023-2024;0620085F;public;88.8;50.516563612667106,2.1299198395232355;Collège Jacques Brel;Lille;062;Pas-de-Calais;62364;Fruges
2023-2024;0622086F;public;89.5;50.41352759147422,2.7674199088405786;Collège Descartes-Montaigne;Lille;062;Pas-de-Calais;62510;Liévin
2023-2024;0595171A;public;111.4;50.37386901137226,3.0855501786094375;Collège Albert Chatelet;Lille;059;Nord;59178;Douai
2023-2024;0622264Z;public;88.6;50.45243870696567,2.9487603119270873;Collège Claude Debussy;Lille;062;Pas-de-Calais;62250;Courrières
2023-2024;0594300D;public;70.6;50.3360867240659,3.382930373268679;Collège Bayard;Lille;059;Nord;59172;Denain
2023-2024;0593157L;privé sous contrat;105.8;50.03086396515955,3.2999401504721155;Collège privé Saint Joseph;Lille;059;Nord;59624;Villers-Outréaux
2023-2024;0622866D;public;89.5;50.47439192291763,2.2688603220749526;Collège Jacques Prévert;Lille;062;Pas-de-Calais;62451;Heuchin
2023-2024;0594865T;public;93.1;50.6118171943921,3.080530699112658;Collège Anatole France;Lille;059;Nord;59507;Ronchin
2023-2024;0592911U;privé sous contrat;109.9;50.662617705826136,3.0537598214329;Collège privé Saint Joseph;Lille;059;Nord;59527;Saint-André-lez-Lille
2023-2024;0590068D;public;87.3;50.38175061469219,3.0610115023258024;Collège Jules Ferry;Lille;059;Nord;59178;Douai
2023-2024;0595401A;privé sous contrat;124.6;50.183902629394524,3.503680581319679;Collège privé Saint Michel;Lille;059;Nord;59571;Solesmes
2023-2024;0620014D;public;96.2;50.291402801437386,2.7308006576561676;Collège Denis Diderot;Lille;062;Pas-de-Calais;62263;Dainville
2023-2024;0622125Y;privé sous contrat;134.1;50.31376101578666,2.753930423050152;Collège privé Les Louez Dieu;Lille;062;Pas-de-Calais;62037;Anzin-Saint-Aubin
2023-2024;0593662K;public;92.5;50.54374997635936,3.0148797683903457;Collège Jean Demailly;Lille;059;Nord;59560;Seclin
2023-2024;0593672W;public;94.9;50.28074903042848,3.306319883127561;Collège de L'Ostrevant;Lille;059;Nord;59092;Bouchain
2023-2024;0595384G;privé sous contrat;107.7;50.12256401280106,3.932669364855354;Collège privé Sainte Thérèse;Lille;059;Nord;59036;Avesnes-sur-Helpe
2023-2024;0623310L;public;97.8;50.28838885743881,2.7762496929984435;Collège Gambetta;Lille;062;Pas-de-Calais;62041;Arras
2023-2024;0595391P;privé sous contrat;120.3;50.72335632938025,2.5300914913902157;Collège privé Saint Jacques;Lille;059;Nord;59295;Hazebrouck
2023-2024;0593144X;privé sous contrat;116.8;50.3441221086375,3.643660302490088;Collège privé Sainte Anne;Lille;059;Nord;59559;Sebourg
2023-2024;0620071R;public;97.2;50.49201513899851,2.9457496897836766;Collège Jean-Jacques Rousseau;Lille;062;Pas-de-Calais;62215;Carvin
2023-2024;0622139N;privé sous contrat;104.6;50.37348323151402,2.0358897155898137;Collège privé Notre-Dame;Lille;062;Pas-de-Calais;62447;Hesdin
2023-2024;0623315S;public;85.2;50.941880612712886,1.8585395899923165;Collège Les Dentelliers;Lille;062;Pas-de-Calais;62193;Calais
2023-2024;0595396V;privé sous contrat;117.8;50.62863139467977,3.0408093284103512;Collège privé La Salle;Lille;059;Nord;59350;Lille
2023-2024;0622431F;public;81.6;50.951299839408264,1.8587103081231955;Collège République;Lille;062;Pas-de-Calais;62193;Calais
2023-2024;0594872A;public;105.2;50.800651058912344,2.4865096325092093;Collège Robert Le Frison;Lille;059;Nord;59135;Cassel
2023-2024;0622793Z;public;82.8;50.41608045486609,2.921099632581262;Collège David Marcelle;Lille;062;Pas-de-Calais;62133;Billy-Montigny
2023-2024;0592899F;privé sous contrat;107.2;50.64256827138436,2.6418202554603893;Collège privé Saint Robert;Lille;059;Nord;59400;Merville
2023-2024;0593240B;public;91.6;50.67870670141196,3.2154206179818767;Collège Gambetta;Lille;059;Nord;59367;Lys-lez-Lannoy
2023-2024;0593147A;privé sous contrat;113.8;50.811472454642704,2.5804995793663936;Collège privé Notre-Dame de Lourdes;Lille;059;Nord;59580;Steenvoorde
2023-2024;0595397W;privé sous contrat;135.7;50.62854044068899,3.044339359786731;Collège privé Thérèse d'Avila;Lille;059;Nord;59350;Lille
2023-2024;0622417R;public;77.3;50.4298593304873,2.826930432308774;Collège Michelet;Lille;062;Pas-de-Calais;62498;Lens
2023-2024;0622867E;public;94.0;50.509523299270256,2.8431140704014504;Collège Antoine de Saint-Exupéry;Lille;062;Pas-de-Calais;62276;Douvrin
2023-2024;0622094P;public;88.1;50.635453038636626,2.4006094467249137;Collège Jean Jaurès;Lille;062;Pas-de-Calais;62014;Aire-sur-la-Lys
2023-2024;0622131E;privé sous contrat;92.9;50.721438736277236,1.6099794080396628;Collège privé Godefroy de Bouillon;Lille;062;Pas-de-Calais;62160;Boulogne-sur-Mer
2023-2024;0622863A;public;98.2;50.26837738946462,2.7673305314071426;Collège Adam de la Halle;Lille;062;Pas-de-Calais;62004;Achicourt
2023-2024;0590055P;public;92.2;50.24388496161089,4.153389475665061;Collège Alfred Jennepin;Lille;059;Nord;59157;Cousolre
2023-2024;0593242D;public;79.6;50.70884740732559,3.1978302784174524;Collège Gustave Nadaud;Lille;059;Nord;59650;Wattrelos
2023-2024;0594525Y;public;101.8;50.61612690346182,3.139180476019098;Collège Le Triolo;Lille;059;Nord;59009;Villeneuve-d'Ascq
2023-2024;0590058T;public;80.0;50.34717671609427,3.1310706351778967;Collège Paul Langevin;Lille;059;Nord;59170;Dechy
